ville,pays,latitude,longitude,date_entiere,heure,aqi,pm2_5,pm10,no2,so2,o3,co,no,nh3
Tokyo,JP,35.6895,139.6917,2026-06-13,3,112,40.03,44.7,13.7,13.14,120.93,229.06,0.73,0.09
Antananarivo,MG,-18.8792,47.5079,2026-06-13,4,52,12.69,17.71,1.71,0.56,45.01,226.99,0,1.99
London,GB,51.5074,-0.1278,2026-06-13,4,22,3.22,6.25,4.84,2.63,47.37,93.67,0,0.27
New York,US,40.7128,-74.006,2026-06-13,4,23,3.65,4.29,9.39,2.41,48.98,158.12,0,0.86
Paris,FR,48.8566,2.3522,2026-06-13,4,14,2.28,3.79,1.37,0.1,29.77,84.48,0,0.78
Tokyo,JP,35.6895,139.6917,2026-06-13,4,98,34.22,39.61,9.81,10.04,128.73,206.64,0.6,0.08
Antananarivo,MG,-18.8792,47.5079,2026-06-13,5,51,12.27,17.56,1.55,0.5,44.8,227.33,0.14,1.79
London,GB,51.5074,-0.1278,2026-06-13,5,22,3.69,7.12,5,2.77,47.51,93.99,0.02,0.3
New York,US,40.7128,-74.006,2026-06-13,5,20,3.79,4.49,9.74,2.64,43.09,162.72,0,1.08
Paris,FR,48.8566,2.3522,2026-06-13,5,13,2.18,3.71,1.56,0.11,27.91,84.66,0.01,0.77
Tokyo,JP,35.6895,139.6917,2026-06-13,5,93,28.03,34.42,5.88,6.96,132.86,181.16,0.36,0.05
Antananarivo,MG,-18.8792,47.5079,2026-06-13,6,52,12.76,18.21,1.04,0.5,47.92,229.41,0.22,1.8
London,GB,51.5074,-0.1278,2026-06-13,6,23,4.11,7.94,4.81,2.9,48.33,94.22,0.32,0.33
New York,US,40.7128,-74.006,2026-06-13,6,19,4.23,4.97,9.78,2.89,39.78,166.63,0,1.35
Paris,FR,48.8566,2.3522,2026-06-13,6,13,2.03,3.58,1.88,0.12,27.59,85.67,0.09,0.82
Tokyo,JP,35.6895,139.6917,2026-06-13,6,96,23,30.93,2.94,4.76,134.93,158.43,0.18,0.02
Antananarivo,MG,-18.8792,47.5079,2026-06-13,7,30,6.81,9.51,0.27,0.48,62.62,134.14,0.06,1.07
London,GB,51.5074,-0.1278,2026-06-13,7,23,4.45,8.67,4.48,3.15,49.51,94.44,0.83,0.36
New York,US,40.7128,-74.006,2026-06-13,7,20,4.65,5.35,8.55,2.96,42.86,163.11,0,1.46
Paris,FR,48.8566,2.3522,2026-06-13,7,14,1.8,3.28,1.72,0.14,29.47,86.3,0.21,0.9
Tokyo,JP,35.6895,139.6917,2026-06-13,7,96,19.4,27.98,1.34,3.35,134.74,141.4,0.09,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,8,30,6.07,8.29,0.16,0.43,63.74,119.47,0.04,0.9
London,GB,51.5074,-0.1278,2026-06-13,8,24,4.81,9.51,4.58,3.56,50.69,94.85,1.24,0.38
New York,US,40.7128,-74.006,2026-06-13,8,22,4.79,5.41,7.07,2.74,46.97,155.81,0,1.39
Paris,FR,48.8566,2.3522,2026-06-13,8,14,1.67,3.03,1.43,0.13,29.27,85.74,0.41,0.96
Tokyo,JP,35.6895,139.6917,2026-06-13,8,90,18.75,27.89,1.08,2.65,131.48,135.26,0.06,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,9,30,5.74,7.76,0.13,0.4,63.16,113.06,0.03,0.77
London,GB,51.5074,-0.1278,2026-06-13,9,25,5.2,10.55,4.65,3.91,53.3,95.36,1.48,0.42
New York,US,40.7128,-74.006,2026-06-13,9,24,4.81,5.36,6.01,2.46,50.31,148.46,0,1.24
Paris,FR,48.8566,2.3522,2026-06-13,9,15,1.58,2.81,1.11,0.12,31.04,85.01,0.46,1.07
Tokyo,JP,35.6895,139.6917,2026-06-13,9,87,19.03,28.25,1.15,2.38,129.28,133.96,0.03,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,10,31,4.86,6.54,0.11,0.36,65.17,102.03,0.03,0.6
London,GB,51.5074,-0.1278,2026-06-13,10,27,5.6,11.75,4.51,4.18,57.86,95.63,1.63,0.43
New York,US,40.7128,-74.006,2026-06-13,10,25,4.87,5.34,5.43,2.22,52.84,140.72,0,1.06
Paris,FR,48.8566,2.3522,2026-06-13,10,19,1.28,2.14,0.63,0.1,39.66,85.07,0.31,1.01
Tokyo,JP,35.6895,139.6917,2026-06-13,10,85,18.89,27.8,1.17,2.26,128.36,133.95,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,11,31,4.66,6.21,0.11,0.34,65.07,97.92,0.02,0.55
London,GB,51.5074,-0.1278,2026-06-13,11,30,6.1,13.17,4.35,4.43,63.87,95.77,1.74,0.41
New York,US,40.7128,-74.006,2026-06-13,11,27,5.17,5.62,5.53,2.12,56.76,137.24,0.17,0.93
Paris,FR,48.8566,2.3522,2026-06-13,11,21,1.22,1.87,0.46,0.08,44.86,83.76,0.19,1
Tokyo,JP,35.6895,139.6917,2026-06-13,11,85,18.2,26.56,1.1,2.22,128.01,134.37,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,12,30,4.71,6.23,0.12,0.33,64.3,97.14,0.02,0.55
London,GB,51.5074,-0.1278,2026-06-13,12,33,6.7,14.69,4.22,4.61,70.07,95.73,1.71,0.35
New York,US,40.7128,-74.006,2026-06-13,12,30,5.68,6.13,5.17,2.08,63.66,136.79,0.71,0.85
Paris,FR,48.8566,2.3522,2026-06-13,12,23,1.21,1.74,0.38,0.07,47.86,82.73,0.15,0.99
Tokyo,JP,35.6895,139.6917,2026-06-13,12,84,17.39,25.2,1.04,2.18,127.81,134.9,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-13,13,28,5.33,7.14,0.29,0.35,58.98,107.22,0.05,0.77
London,GB,51.5074,-0.1278,2026-06-13,13,36,7.32,16.15,4.24,4.78,75.53,95.85,1.65,0.29
New York,US,40.7128,-74.006,2026-06-13,13,37,6.18,6.6,4.2,1.9,77.51,134.62,0.87,0.78
Paris,FR,48.8566,2.3522,2026-06-13,13,24,1.07,1.5,0.33,0.05,51.09,83.8,0.12,0.94
Tokyo,JP,35.6895,139.6917,2026-06-13,13,81,16.74,24.07,1.24,2.25,126.06,135.29,0,0.01
Antananarivo,MG,-18.8792,47.5079,2026-06-13,14,27,6.44,8.81,0.7,0.39,51.25,126.39,0.05,1.11
London,GB,51.5074,-0.1278,2026-06-13,14,38,7.94,17.56,4.58,5.05,79.69,95.67,1.65,0.22
New York,US,40.7128,-74.006,2026-06-13,14,43,6.85,7.26,3.23,1.82,90.98,133.79,0.68,0.76
Paris,FR,48.8566,2.3522,2026-06-13,14,25,0.95,1.31,0.31,0.05,52.85,83.7,0.11,0.97
Tokyo,JP,35.6895,139.6917,2026-06-13,14,78,16.25,23.15,1.54,2.4,124.08,136.26,0,0.06
Antananarivo,MG,-18.8792,47.5079,2026-06-13,15,32,7.58,10.51,1.2,0.42,45.22,147.06,0,1.42
London,GB,51.5074,-0.1278,2026-06-13,15,39,8.47,18.8,5.05,5.28,82.57,95.68,1.66,0.17
New York,US,40.7128,-74.006,2026-06-13,15,50,8.29,8.72,2.22,1.8,105.41,134.01,0.42,0.75
Paris,FR,48.8566,2.3522,2026-06-13,15,26,0.88,1.2,0.33,0.04,54.29,83.34,0.1,1.04
Tokyo,JP,35.6895,139.6917,2026-06-13,15,75,15.83,22.33,1.76,2.56,122.17,137.47,0,0.13
Antananarivo,MG,-18.8792,47.5079,2026-06-13,16,37,8.83,12.43,1.59,0.52,40.74,169.34,0,1.94
London,GB,51.5074,-0.1278,2026-06-13,16,40,8.82,19.68,5.73,5.43,84.17,95.78,1.61,0.16
New York,US,40.7128,-74.006,2026-06-13,16,66,8.43,8.8,1.35,1.51,116.79,129.83,0.23,0.66
Paris,FR,48.8566,2.3522,2026-06-13,16,27,0.8,1.09,0.37,0.04,56.78,83.59,0.1,1.08
Tokyo,JP,35.6895,139.6917,2026-06-13,16,72,15.45,21.51,1.88,2.72,120.35,138.25,0,0.24
Antananarivo,MG,-18.8792,47.5079,2026-06-13,17,43,10.27,14.58,1.91,0.66,38.09,193.34,0,2.44
London,GB,51.5074,-0.1278,2026-06-13,17,40,8.94,20.04,6.6,5.49,84.02,95.61,1.49,0.16
New York,US,40.7128,-74.006,2026-06-13,17,71,8.18,8.51,1.03,1.29,119.99,125.14,0.17,0.58
Paris,FR,48.8566,2.3522,2026-06-13,17,28,0.78,1.06,0.42,0.05,58.34,83.41,0.08,1.18
Tokyo,JP,35.6895,139.6917,2026-06-13,17,69,15.15,20.98,1.99,2.88,118.52,139.09,0,0.3
Antananarivo,MG,-18.8792,47.5079,2026-06-13,18,48,11.42,16.14,2.11,0.74,36.01,210.82,0,2.71
London,GB,51.5074,-0.1278,2026-06-13,18,39,8.87,19.88,7.85,5.51,82.92,95.63,1.22,0.19
New York,US,40.7128,-74.006,2026-06-13,18,78,9.03,9.38,0.99,1.3,123.76,125.55,0.16,0.56
Paris,FR,48.8566,2.3522,2026-06-13,18,27,0.79,1.07,0.5,0.05,58.02,83.76,0.05,1.35
Tokyo,JP,35.6895,139.6917,2026-06-13,18,66,14.8,20.5,2.08,3.08,116.87,139.02,0,0.3
Antananarivo,MG,-18.8792,47.5079,2026-06-13,19,49,11.85,16.58,2.15,0.78,34.16,217.44,0,2.88
London,GB,51.5074,-0.1278,2026-06-13,19,38,8.55,19.11,9.68,5.59,80.95,96.02,0.68,0.24
New York,US,40.7128,-74.006,2026-06-13,19,78,8.96,9.32,0.97,1.24,124.29,124.63,0.15,0.52
Paris,FR,48.8566,2.3522,2026-06-13,19,25,0.86,1.21,0.88,0.07,53.48,84.18,0.03,1.85
Tokyo,JP,35.6895,139.6917,2026-06-13,19,64,14.39,19.8,2.14,3.27,115.67,138.25,0,0.24
Antananarivo,MG,-18.8792,47.5079,2026-06-13,20,51,12.11,16.89,2.18,0.78,32.2,222.49,0,2.96
London,GB,51.5074,-0.1278,2026-06-13,20,37,7.88,17.55,11.32,5.67,77.89,96.24,0.14,0.34
New York,US,40.7128,-74.006,2026-06-13,20,74,8.25,8.59,0.99,1.13,121.43,120.97,0.15,0.5
Paris,FR,48.8566,2.3522,2026-06-13,20,22,1,1.45,1.46,0.09,46.65,85.3,0,2.52
Tokyo,JP,35.6895,139.6917,2026-06-13,20,61,13.96,18.95,2.24,3.51,114.09,137.91,0,0.24
Antananarivo,MG,-18.8792,47.5079,2026-06-13,21,49,11.64,16.06,2.03,0.66,30.07,215.57,0,2.59
London,GB,51.5074,-0.1278,2026-06-13,21,35,6.93,15.56,11.6,5.66,73.4,96.74,0,0.53
New York,US,40.7128,-74.006,2026-06-13,21,73,7.92,8.28,1.13,1.12,120.82,119.41,0.15,0.52
Paris,FR,48.8566,2.3522,2026-06-13,21,19,1.15,1.68,1.9,0.1,41.16,85.9,0,2.92
Tokyo,JP,35.6895,139.6917,2026-06-13,21,59,13.5,18.17,2.43,3.82,112.87,137.57,0,0.23
Antananarivo,MG,-18.8792,47.5079,2026-06-13,22,45,10.69,14.31,1.77,0.31,27.35,203.15,0,0.91
London,GB,51.5074,-0.1278,2026-06-13,22,32,5.96,13.7,11.86,5.66,68.17,97.49,0,0.72
New York,US,40.7128,-74.006,2026-06-13,22,61,8.18,8.61,2.3,1.19,113.6,125.03,0.3,0.58
Paris,FR,48.8566,2.3522,2026-06-13,22,17,1.27,1.87,2.1,0.09,36.18,84.5,0,2.77
Tokyo,JP,35.6895,139.6917,2026-06-13,22,58,12.5,16.94,2.7,4.1,111.92,136.93,0.01,0.23
Antananarivo,MG,-18.8792,47.5079,2026-06-13,23,41,9.75,12.85,1.56,0.16,25.29,192.72,0,0.43
London,GB,51.5074,-0.1278,2026-06-13,23,29,5.13,12.18,12.1,5.64,62.18,98.12,0,0.86
New York,US,40.7128,-74.006,2026-06-13,23,48,8.65,9.23,4.25,1.3,102.2,135.15,0.4,0.66
Paris,FR,48.8566,2.3522,2026-06-13,23,16,1.39,2.06,2.04,0.09,33.06,84.3,0,2.13
Tokyo,JP,35.6895,139.6917,2026-06-13,23,57,11.65,15.88,3.02,4.23,111.33,137.21,0.03,0.16
Antananarivo,MG,-18.8792,47.5079,2026-06-14,0,36,8.67,11.29,1.36,0.12,24.05,181.63,0,0.37
London,GB,51.5074,-0.1278,2026-06-14,0,27,4.49,11,12.37,5.56,56.42,99.11,0,0.92
New York,US,40.7128,-74.006,2026-06-14,0,44,8.88,9.62,6.21,1.38,93.77,143.47,0.18,0.76
Paris,FR,48.8566,2.3522,2026-06-14,0,15,1.53,2.28,1.89,0.09,30.87,84.38,0,1.51
Tokyo,JP,35.6895,139.6917,2026-06-14,0,57,11.09,15.25,3.08,4.42,111.46,136.64,0.05,0.07
Antananarivo,MG,-18.8792,47.5079,2026-06-14,1,31,7.46,9.43,1.18,0.1,23.78,169.56,0,0.38
London,GB,51.5074,-0.1278,2026-06-14,1,24,4.05,10.04,12.85,5.56,50.97,99.82,0,0.9
New York,US,40.7128,-74.006,2026-06-14,1,41,9.17,10.08,7.04,1.4,87.24,149.41,0,0.85
Paris,FR,48.8566,2.3522,2026-06-14,1,14,1.69,2.52,1.76,0.1,28.97,83.69,0,1.14
Tokyo,JP,35.6895,139.6917,2026-06-14,1,60,10.39,14.59,2.45,4.55,113.04,134.4,0.06,0.04
Antananarivo,MG,-18.8792,47.5079,2026-06-14,2,28,6.7,8.75,1.11,0.1,22.76,163.36,0,0.44
London,GB,51.5074,-0.1278,2026-06-14,2,21,3.84,9.33,14.09,5.85,45.34,100.41,0,0.85
New York,US,40.7128,-74.006,2026-06-14,2,40,9.69,10.78,7.07,1.35,81.85,155.64,0,0.91
Paris,FR,48.8566,2.3522,2026-06-14,2,13,1.92,2.9,1.72,0.12,28.33,84.06,0,1
Tokyo,JP,35.6895,139.6917,2026-06-14,2,59,9.53,13.77,2.06,4.59,112.88,131.93,0.05,0.02
Antananarivo,MG,-18.8792,47.5079,2026-06-14,3,26,6.25,8.46,1.1,0.12,21.89,161.29,0,0.56
London,GB,51.5074,-0.1278,2026-06-14,3,19,3.68,8.68,15.29,6.21,40.42,100.35,0,0.83
New York,US,40.7128,-74.006,2026-06-14,3,43,10.22,11.46,6.94,1.28,78.37,160.86,0,0.99
Paris,FR,48.8566,2.3522,2026-06-14,3,14,2.24,3.44,1.73,0.18,29.75,85.16,0,0.98
Tokyo,JP,35.6895,139.6917,2026-06-14,3,59,8.46,12.64,1.64,4.55,112.79,129.04,0.05,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,4,26,6.22,8.9,1.22,0.18,21.12,166.78,0.01,0.75
London,GB,51.5074,-0.1278,2026-06-14,4,17,3.55,8.12,16.04,6.45,36.62,99.85,0.01,0.84
New York,US,40.7128,-74.006,2026-06-14,4,44,10.56,11.86,6.19,1.19,76.2,160.34,0,1.06
Paris,FR,48.8566,2.3522,2026-06-14,4,16,2.62,4.17,1.81,0.31,33.43,86.2,0,1.04
Tokyo,JP,35.6895,139.6917,2026-06-14,4,62,6.51,10.3,0.96,3.79,114.32,125.21,0.03,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,5,26,6.17,9.31,1.07,0.22,21.42,170.93,0.16,0.76
London,GB,51.5074,-0.1278,2026-06-14,5,16,3.47,7.81,16.22,6.69,34.58,99.27,0.25,0.89
New York,US,40.7128,-74.006,2026-06-14,5,45,10.81,12.14,5.17,1.1,75.81,158.32,0,1.11
Paris,FR,48.8566,2.3522,2026-06-14,5,17,2.95,4.91,2.14,0.43,35.13,87.34,0.03,1.18
Tokyo,JP,35.6895,139.6917,2026-06-14,5,63,5.21,8.55,0.74,3.17,114.79,123.28,0.01,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,6,25,6.1,9.31,0.7,0.23,25.17,166.35,0.22,0.87
London,GB,51.5074,-0.1278,2026-06-14,6,17,3.47,7.71,14.06,6.96,36.12,98.97,2.01,0.94
New York,US,40.7128,-74.006,2026-06-14,6,45,10.7,12,4.22,1.05,75.49,153.61,0,1.14
Paris,FR,48.8566,2.3522,2026-06-14,6,17,3.22,5.59,2.28,0.52,36.44,88.67,0.34,1.4
Tokyo,JP,35.6895,139.6917,2026-06-14,6,62,4.71,7.85,0.7,2.96,114.39,122.09,0.01,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,7,19,3.66,5.67,0.2,0.19,40.84,108.07,0.06,0.54
London,GB,51.5074,-0.1278,2026-06-14,7,18,3.53,7.71,11.62,7.15,38.24,98.81,3.93,0.97
New York,US,40.7128,-74.006,2026-06-14,7,42,10.19,11.42,3.59,1.01,73.35,147.34,0,1.19
Paris,FR,48.8566,2.3522,2026-06-14,7,19,3.41,6.2,2.07,0.61,40.01,89.54,0.7,1.6
Tokyo,JP,35.6895,139.6917,2026-06-14,7,61,4.39,7.07,0.69,2.82,113.51,121.23,0.01,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,8,21,3.4,5.17,0.12,0.18,44.31,98.31,0.04,0.51
London,GB,51.5074,-0.1278,2026-06-14,8,18,3.7,7.86,10.57,7.67,39.08,99.09,5.4,1
New York,US,40.7128,-74.006,2026-06-14,8,40,9.59,10.79,3.29,0.99,69.94,142.23,0,1.25
Paris,FR,48.8566,2.3522,2026-06-14,8,21,3.63,6.85,1.83,0.68,45.16,89.69,0.81,1.7
Tokyo,JP,35.6895,139.6917,2026-06-14,8,58,4.03,6.2,0.72,2.66,111.87,120.29,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-14,9,21,3.31,4.95,0.09,0.17,44.8,93.27,0.03,0.49
London,GB,51.5074,-0.1278,2026-06-14,9,19,3.98,8.19,10.22,8.6,39.83,100.01,6.49,1.04
New York,US,40.7128,-74.006,2026-06-14,9,37,8.99,10.2,3.22,0.99,66.02,138.72,0,1.32
Paris,FR,48.8566,2.3522,2026-06-14,9,25,4.1,7.79,1.55,0.74,53.28,89.74,0.69,1.75
Tokyo,JP,35.6895,139.6917,2026-06-14,9,55,3.64,5.49,0.74,2.57,109.97,119.38,0,0.01
Antananarivo,MG,-18.8792,47.5079,2026-06-14,10,23,3.27,4.73,0.08,0.17,48.16,88.84,0.02,0.45
London,GB,51.5074,-0.1278,2026-06-14,10,20,4.41,8.78,10.47,9.95,41.41,100.9,7.25,1.06
New York,US,40.7128,-74.006,2026-06-14,10,35,8.45,9.69,3.38,1.04,62.07,135.97,0,1.45
Paris,FR,48.8566,2.3522,2026-06-14,10,34,3.42,6.84,0.83,0.61,72.8,90.28,0.25,1.22
Tokyo,JP,35.6895,139.6917,2026-06-14,10,13,3.19,4.75,0.76,2.67,107.77,118.2,0,0.03
Antananarivo,MG,-18.8792,47.5079,2026-06-14,11,24,3.26,4.56,0.09,0.17,49.86,85.79,0.02,0.43
London,GB,51.5074,-0.1278,2026-06-14,11,21,5.15,9.87,11.37,11.86,43.06,101.67,8.08,1
New York,US,40.7128,-74.006,2026-06-14,11,34,8.11,9.44,4.08,1.15,58.45,136.22,0.07,1.78
Paris,FR,48.8566,2.3522,2026-06-14,11,37,3.02,5.95,0.51,0.47,78.4,89.08,0.14,1
Tokyo,JP,35.6895,139.6917,2026-06-14,11,50,2.8,4.16,0.77,2.65,105.39,116.91,0,0.04
Antananarivo,MG,-18.8792,47.5079,2026-06-14,12,23,3.26,4.47,0.1,0.17,49.72,84.44,0.03,0.42
London,GB,51.5074,-0.1278,2026-06-14,12,26,6.33,11.63,12.74,14.08,44.5,102.99,9.08,0.87
New York,US,40.7128,-74.006,2026-06-14,12,33,8.02,9.46,4.57,1.31,57.57,139.94,0.5,2.11
Paris,FR,48.8566,2.3522,2026-06-14,12,38,3.19,6.15,0.44,0.43,81.3,88.24,0.11,0.99
Tokyo,JP,35.6895,139.6917,2026-06-14,12,49,2.55,3.84,0.77,2.53,103.81,115.47,0,0.05
Antananarivo,MG,-18.8792,47.5079,2026-06-14,13,22,3.69,5.05,0.25,0.2,46.03,92.04,0.05,0.58
London,GB,51.5074,-0.1278,2026-06-14,13,32,7.64,13.75,14.73,16.28,45.93,104.49,10.04,0.74
New York,US,40.7128,-74.006,2026-06-14,13,34,8.23,9.72,4.76,1.46,60.13,143.76,0.63,2.17
Paris,FR,48.8566,2.3522,2026-06-14,13,38,2.97,5.55,0.36,0.33,80.59,87.26,0.09,0.84
Tokyo,JP,35.6895,139.6917,2026-06-14,13,48,2.36,3.6,0.76,2.39,102.53,113.41,0,0.06
Antananarivo,MG,-18.8792,47.5079,2026-06-14,14,19,4.47,6.2,0.57,0.24,40.25,106.72,0.04,0.83
London,GB,51.5074,-0.1278,2026-06-14,14,37,8.77,15.33,16.7,17.67,48.04,105.88,10.48,0.62
New York,US,40.7128,-74.006,2026-06-14,14,36,8.69,10.2,4.21,1.53,63.59,145.56,0.75,2.08
Paris,FR,48.8566,2.3522,2026-06-14,14,37,2.74,4.94,0.33,0.25,79.01,84.92,0.08,0.73
Tokyo,JP,35.6895,139.6917,2026-06-14,14,48,2.18,3.31,0.74,2.26,101.58,110.96,0,0.06
Antananarivo,MG,-18.8792,47.5079,2026-06-14,15,22,5.27,7.39,0.97,0.27,35.27,123.04,0,1.02
London,GB,51.5074,-0.1278,2026-06-14,15,39,9.46,15.89,18.55,18,51.69,106.9,9.89,0.54
New York,US,40.7128,-74.006,2026-06-14,15,41,9.76,11.28,3.35,1.75,73.72,145.57,0.62,2.08
Paris,FR,48.8566,2.3522,2026-06-14,15,37,2.69,4.77,0.35,0.22,78.79,83.98,0.08,0.7
Tokyo,JP,35.6895,139.6917,2026-06-14,15,48,2.01,3.03,0.71,2.19,101.15,109.1,0,0.05
Antananarivo,MG,-18.8792,47.5079,2026-06-14,16,25,5.94,8.46,1.23,0.29,30.84,137.97,0,1.16
London,GB,51.5074,-0.1278,2026-06-14,16,41,9.73,15.83,20.54,17.64,55.84,107.62,8.63,0.48
New York,US,40.7128,-74.006,2026-06-14,16,52,11.15,12.06,1.61,1.55,108.59,127.65,0.13,0.77
Paris,FR,48.8566,2.3522,2026-06-14,16,37,2.76,4.92,0.43,0.22,79.25,84.18,0.09,0.74
Tokyo,JP,35.6895,139.6917,2026-06-14,16,48,1.82,2.72,0.67,2.07,102.35,108.46,0,0.05
Antananarivo,MG,-18.8792,47.5079,2026-06-14,17,27,6.42,9.19,1.34,0.28,27.92,150.62,0,1.19
London,GB,51.5074,-0.1278,2026-06-14,17,40,9.69,15.27,22.85,16.99,59.74,107.87,6.9,0.42
New York,US,40.7128,-74.006,2026-06-14,17,58,10.41,11.18,1.08,1.13,112.3,122.57,0.06,0.61
Paris,FR,48.8566,2.3522,2026-06-14,17,37,2.95,5.26,0.54,0.24,79.04,84.8,0.1,0.84
Tokyo,JP,35.6895,139.6917,2026-06-14,17,49,1.68,2.57,0.67,2.02,104.61,109.59,0,0.06
Antananarivo,MG,-18.8792,47.5079,2026-06-14,18,27,6.5,9.28,1.32,0.25,26.29,155.4,0,0.96
London,GB,51.5074,-0.1278,2026-06-14,18,39,9.32,14.32,25.48,16.42,62.44,107.57,4.82,0.36
New York,US,40.7128,-74.006,2026-06-14,18,58,9.97,10.76,0.97,0.93,111.75,121.85,0.04,0.65
Paris,FR,48.8566,2.3522,2026-06-14,18,37,3.13,5.59,0.65,0.27,78.76,85.43,0.08,0.96
Tokyo,JP,35.6895,139.6917,2026-06-14,18,7,1.65,2.57,0.74,2.02,106.64,111.42,0,0.07
Antananarivo,MG,-18.8792,47.5079,2026-06-14,19,24,5.84,8.43,1.16,0.21,25.22,148.36,0,0.63
London,GB,51.5074,-0.1278,2026-06-14,19,37,8.83,13.32,28.62,16.04,62.92,107.88,2.6,0.3
New York,US,40.7128,-74.006,2026-06-14,19,55,9.81,10.72,0.98,0.83,110.07,122.24,0.04,0.61
Paris,FR,48.8566,2.3522,2026-06-14,19,36,3.44,6.22,1.02,0.32,75.28,86.86,0.05,1.35
Tokyo,JP,35.6895,139.6917,2026-06-14,19,7,1.62,2.66,0.99,2.04,105.97,112.08,0,0.08
Antananarivo,MG,-18.8792,47.5079,2026-06-14,20,23,5.57,8.21,1.13,0.19,22.88,149,0,0.46
London,GB,51.5074,-0.1278,2026-06-14,20,34,8.26,12.27,31.15,15.37,60.47,107.78,0.45,0.24
New York,US,40.7128,-74.006,2026-06-14,20,52,9.52,10.62,0.96,0.74,108.16,121.65,0.04,0.46
Paris,FR,48.8566,2.3522,2026-06-14,20,33,3.88,7.04,1.54,0.38,69.96,89.37,0.01,1.88
Tokyo,JP,35.6895,139.6917,2026-06-14,20,48,1.61,2.94,1.39,2.07,101.78,110.23,0,0.08
Antananarivo,MG,-18.8792,47.5079,2026-06-14,21,21,5.02,7.37,1.04,0.14,20.87,143.41,0,0.34
London,GB,51.5074,-0.1278,2026-06-14,21,32,7.68,11.3,29.75,14.42,59.12,107.78,0,0.18
New York,US,40.7128,-74.006,2026-06-14,21,37,8.84,10.13,0.98,0.62,107.21,120.27,0.05,0.28
Paris,FR,48.8566,2.3522,2026-06-14,21,31,4.22,7.61,1.89,0.41,65.79,92.17,0,2.29
Tokyo,JP,35.6895,139.6917,2026-06-14,21,46,1.62,3.31,1.93,2.06,97.9,107.9,0,0.07
Antananarivo,MG,-18.8792,47.5079,2026-06-14,22,19,4.44,6.19,0.95,0.12,19.37,137.07,0,0.32
London,GB,51.5074,-0.1278,2026-06-14,22,30,7.17,10.54,27.59,13.23,58.96,107.59,0,0.14
New York,US,40.7128,-74.006,2026-06-14,22,50,8.28,9.82,1.11,0.53,105.05,120.1,0.06,0.16
Paris,FR,48.8566,2.3522,2026-06-14,22,29,4.35,7.74,2.11,0.44,61.97,93.76,0,2.56
Tokyo,JP,35.6895,139.6917,2026-06-14,22,46,1.68,4.07,2.72,2.06,97.72,107.66,0.04,0.07
Antananarivo,MG,-18.8792,47.5079,2026-06-14,23,16,3.95,5.36,0.87,0.1,18.39,132.65,0,0.3
London,GB,51.5074,-0.1278,2026-06-14,23,29,6.85,10.12,25.12,11.73,59.12,107.12,0,0.12
New York,US,40.7128,-74.006,2026-06-14,23,48,8.61,10.55,1.32,0.5,101.74,124.42,0.04,0.08
Paris,FR,48.8566,2.3522,2026-06-14,23,28,4.47,7.78,2.46,0.53,59.1,97.78,0,2.81
Tokyo,JP,35.6895,139.6917,2026-06-14,23,47,1.72,4.33,3.63,2.23,99.66,109.11,0.18,0.08
Antananarivo,MG,-18.8792,47.5079,2026-06-15,0,14,3.43,4.64,0.79,0.09,17.94,127.23,0,0.27
London,GB,51.5074,-0.1278,2026-06-15,0,28,6.61,9.92,21.94,10.04,60.22,106.47,0,0.12
New York,US,40.7128,-74.006,2026-06-15,0,47,10.01,12.59,1.48,0.5,98.71,130.7,0.01,0.05
Paris,FR,48.8566,2.3522,2026-06-15,0,26,4.6,7.76,3.01,0.62,55.67,102.81,0,3.07
Tokyo,JP,35.6895,139.6917,2026-06-15,0,48,1.84,4.51,4.52,2.42,101.65,111.67,0.42,0.1
Antananarivo,MG,-18.8792,47.5079,2026-06-15,1,12,2.78,3.85,0.67,0.09,18.35,119.68,0,0.26
London,GB,51.5074,-0.1278,2026-06-15,1,30,6.27,9.69,17.54,8.02,63.44,105.24,0,0.14
New York,US,40.7128,-74.006,2026-06-15,1,49,11.82,14.69,1.46,0.54,96.27,133.47,0,0.05
Paris,FR,48.8566,2.3522,2026-06-15,1,23,4.75,7.72,3.44,0.61,49.42,104.87,0,3.31
Tokyo,JP,35.6895,139.6917,2026-06-15,1,49,2.09,5.09,5.14,2.68,104.34,114.59,0.63,0.12
Antananarivo,MG,-18.8792,47.5079,2026-06-15,2,10,2.41,3.42,0.61,0.09,18.39,115.41,0,0.26
London,GB,51.5074,-0.1278,2026-06-15,2,32,5.83,9.39,13.33,6.26,67.76,103.62,0,0.16
New York,US,40.7128,-74.006,2026-06-15,2,53,12.9,15.2,1.46,0.53,94.98,134.29,0,0.06
